Conversation_ID,Turn_No,Utterance_ID,Speaker,Utterance,Intent,Slots
632,3,632_3,BOT,Train is at YESVANTPUR JUNCTION.,,
632,4,632_4,BOT,Sevak se sampark karne k liye dhanyawad,,
633,0,633_0,USER,namaste,greet,0
633,1,633_1,BOT,Hello. Apni query bataye,,
633,2,633_2,USER,abhi train no 22682 ka running status check karo,trainStatus,000TrainNo00000
633,3,633_3,BOT,Aap kis tareekh ko travel karenge,,
633,4,633_4,USER,19-03-2020,inform,Date
633,5,633_5,BOT,Train is at CHENNAI CENTRAL.,,
633,6,633_6,BOT,Sevak se sampark karne k liye dhanyawad,,
634,0,634_0,USER,good evening,greet,00
634,1,634_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
634,2,634_2,USER,12310 kaha hai,trainStatus,TrainNo00
634,3,634_3,BOT,Aap kis tareekh ko travel karenge,,
634,4,634_4,USER,17-03-2020,inform,Date
634,5,634_5,BOT,Train is at NEW DELHI.,,
634,6,634_6,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
635,0,635_0,USER,Hello,greet,0
635,1,635_1,BOT,Hello. Apni query bataye,,
635,2,635_2,USER,Train no 12438 ka current status batao on 17-03-2020,trainStatus,00TrainNo00000Date
635,3,635_3,BOT,Train is at H NIZAMUDDIN.,,
635,4,635_4,BOT,Sevak se sampark karne k liye dhanyawad,,
636,0,636_0,USER,namaste sevak,greet,00
636,1,636_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
636,2,636_2,USER,mujhe current status janna hai train no 16021 on 17-03-2020,trainStatus,0000000TrainNo0Date
636,3,636_3,BOT,Train is at CHENNAI CENTRAL.,,
636,4,636_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
637,0,637_0,USER,Hey,greet,0
637,1,637_1,BOT,Hello. Apni query bataye,,
637,2,637_2,USER,12508 kaha par hai train ,trainStatus,TrainNo00000
637,3,637_3,BOT,Aap kis tareekh ko travel karenge,,
637,4,637_4,USER,18-03-2020,inform,Date
637,5,637_5,BOT,Train is at GUWAHATI.,,
637,6,637_6,BOT,Sevak se sampark karne k liye dhanyawad,,
638,0,638_0,USER,good evening,greet,00
638,1,638_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
638,2,638_2,USER,kaha tak pahuch gaye train 12839 for 18-03-2020,trainStatus,00000TrainNo0Date
638,3,638_3,BOT,Train is at HOWRAH JUNCTION.,,
638,4,638_4,BOT,Sevak se sampark karne k liye dhanyawad,,
639,0,639_0,USER,Hello,greet,0
639,1,639_1,BOT,Hello. Apni query bataye,,
639,2,639_2,USER,22917 running status batao,trainStatus,TrainNo000
639,3,639_3,BOT,Aap kis tareekh ko travel karenge,,
639,4,639_4,USER,18-03-2020,inform,Date
639,5,639_5,BOT,Train is at BANDRA TERMINUS.,,
639,6,639_6,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
640,0,640_0,USER,Hello,greet,0
640,1,640_1,BOT,Hello. Apni query bataye,,
640,2,640_2,USER,12514 kaha par hai status,trainStatus,TrainNo0000
640,3,640_3,BOT,Aap kis tareekh ko travel karenge,,
640,4,640_4,USER,19-03-2020,inform,Date
640,5,640_5,BOT,Train is at GUWAHATI.,,
640,6,640_6,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
641,0,641_0,USER,namaste,greet,0
641,1,641_1,BOT,Hello. Apni query bataye,,
641,2,641_2,USER,Train no 22911 ka running status check karo for 18-03-2020,trainStatus,00TrainNo000000Date
641,3,641_3,BOT,Train is at INDORE JUNCTION BG.,,
641,4,641_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
642,0,642_0,USER,namaskar ji,greet,00
642,1,642_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
642,2,642_2,USER,22926 kaha par hai status,trainStatus,TrainNo0000
642,3,642_3,BOT,Aap kis tareekh ko travel karenge,,
642,4,642_4,USER,19-03-2020,inform,Date
642,5,642_5,BOT,Train is at KALKA.,,
642,6,642_6,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
643,0,643_0,USER,pranaam,greet,0
643,1,643_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
643,2,643_2,USER,abhi train no 12402 ka running status check karo for 17-03-2020,trainStatus,000TrainNo000000Date
643,3,643_3,BOT,Train is at NEW DELHI.,,
643,4,643_4,BOT,Sevak se sampark karne k liye dhanyawad,,
644,0,644_0,USER,hi pal!,greet,00
644,1,644_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
644,2,644_2,USER,mujhe running status status janna hai train no 19020,trainStatus,00000000TrainNo
644,3,644_3,BOT,Aap kis tareekh ko travel karenge,,
644,4,644_4,USER,18-03-2020,inform,Date
644,5,644_5,BOT,Train is at DEHRADUN.,,
644,6,644_6,BOT,Sevak se sampark karne k liye dhanyawad,,
645,0,645_0,USER,Hey,greet,0
645,1,645_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
645,2,645_2,USER,status of 17018 18-03-2020,trainStatus,00TrainNoDate
645,3,645_3,BOT,Train is at SECUNDERABAD JUNCTION.,,
645,4,645_4,BOT,Sevak se sampark karne k liye dhanyawad,,
646,0,646_0,USER,Hello,greet,0
646,1,646_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
646,2,646_2,USER,abhi 12350 kaha par hai,trainStatus,0TrainNo000
646,3,646_3,BOT,Aap kis tareekh ko travel karenge,,
646,4,646_4,USER,18-03-2020,inform,Date
646,5,646_5,BOT,Train is at NEW DELHI.,,
646,6,646_6,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
647,0,647_0,USER,namaskar ji,greet,00
647,1,647_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
647,2,647_2,USER,12954 kaha par hai,trainStatus,TrainNo000
647,3,647_3,BOT,Aap kis tareekh ko travel karenge,,
647,4,647_4,USER,19-03-2020,inform,Date
647,5,647_5,BOT,Train is at H NIZAMUDDIN.,,
647,6,647_6,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
648,0,648_0,USER,pranaam,greet,0
648,1,648_1,BOT,Hello. Apni query bataye,,
648,2,648_2,USER,Train no 12864 ka running status kya hai for 18-03-2020,trainStatus,00TrainNo000000Date
648,3,648_3,BOT,Train is at YESVANTPUR JUNCTION.,,
648,4,648_4,BOT,Sevak se sampark karne k liye dhanyawad,,
649,0,649_0,USER,namaste sevak,greet,00
649,1,649_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
649,2,649_2,USER,currently 12433 location btana,trainStatus,0TrainNo00
649,3,649_3,BOT,Aap kis tareekh ko travel karenge,,
649,4,649_4,USER,19-03-2020,inform,Date
649,5,649_5,BOT,Train is at CHENNAI CENTRAL.,,
649,6,649_6,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
650,0,650_0,USER,namaste,greet,0
650,1,650_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
650,2,650_2,USER,Train no 12435 ka current status check karo,trainStatus,00TrainNo00000
650,3,650_3,BOT,Aap kis tareekh ko travel karenge,,
650,4,650_4,USER,17-03-2020,inform,Date
650,5,650_5,BOT,Train is at DIBRUGARH TOWN.,,
650,6,650_6,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
651,0,651_0,USER,good evening,greet,00
651,1,651_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
651,2,651_2,USER,currently 25631 kaha tak pahuch gaye train for 17-03-2020,trainStatus,0TrainNo000000Date
651,3,651_3,BOT,Train is currently travelling from BIKANER JUNCTION to NOKHA.,,
651,4,651_4,BOT,Sevak se sampark karne k liye dhanyawad,,
652,0,652_0,USER,good evening,greet,00
652,1,652_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
652,2,652_2,USER,Mujhe train no 12270 ka current status janna tha,trainStatus,000TrainNo00000
652,3,652_3,BOT,Aap kis tareekh ko travel karenge,,
652,4,652_4,USER,17-03-2020,inform,Date
652,5,652_5,BOT,Train is at H NIZAMUDDIN.,,
652,6,652_6,BOT,Sevak se sampark karne k liye dhanyawad,,
653,0,653_0,USER,namaste sevak,greet,00
653,1,653_1,BOT,Hello. Apni query bataye,,
653,2,653_2,USER,Train no 12652 ka current status batao,trainStatus,00TrainNo0000
653,3,653_3,BOT,Aap kis tareekh ko travel karenge,,
653,4,653_4,USER,18-03-2020,inform,Date
653,5,653_5,BOT,Train is at H NIZAMUDDIN.,,
653,6,653_6,BOT,Sevak se sampark karne k liye dhanyawad,,
654,0,654_0,USER,namaste sevak,greet,00
654,1,654_1,BOT,Hello. Apni query bataye,,
654,2,654_2,USER,Train no 12433 ka current status kya hai on 18-03-2020,trainStatus,00TrainNo000000Date
654,3,654_3,BOT,Train is at CHENNAI CENTRAL.,,
654,4,654_4,BOT,Sevak se sampark karne k liye dhanyawad,,
655,0,655_0,USER,pranaam,greet,0
655,1,655_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
655,2,655_2,USER,Train no 12926 k current status batao on 19-03-2020,trainStatus,00TrainNo00000Date
655,3,655_3,BOT,Train is at AMRITSAR JUNCTION.,,
655,4,655_4,BOT,Sevak se sampark karne k liye dhanyawad,,
656,0,656_0,USER,Hello,greet,0
656,1,656_1,BOT,Hello. Apni query bataye,,
656,2,656_2,USER,train 12910 current position btana,trainStatus,0TrainNo000
656,3,656_3,BOT,Aap kis tareekh ko travel karenge,,
656,4,656_4,USER,17-03-2020,inform,Date
656,5,656_5,BOT,Train is at H NIZAMUDDIN.,,
656,6,656_6,BOT,Sevak se sampark karne k liye dhanyawad,,
657,0,657_0,USER,namaste,greet,0
657,1,657_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
657,2,657_2,USER,15647 ka status check karo,trainStatus,TrainNo0000
657,3,657_3,BOT,Aap kis tareekh ko travel karenge,,
657,4,657_4,USER,19-03-2020,inform,Date
657,5,657_5,BOT,Train is at LOKMANYATILAK T.,,
657,6,657_6,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
658,0,658_0,USER,namaste,greet,0
658,1,658_1,BOT,Hello. Apni query bataye,,
658,2,658_2,USER,train ka status check karo,trainStatus,00000
658,3,658_3,BOT,"Sir, what’s your train number",,
658,4,658_4,USER,Yeah its 12008,inform,0000TrainNo
658,5,658_5,BOT,Aap kis tareekh ko travel karenge,,
658,6,658_6,USER,17-03-2020,inform,Date
658,7,658_7,BOT,Train is at MYSORE JUNCTION.,,
658,8,658_8,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
659,0,659_0,USER,namaste sevak,greet,00
659,1,659_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
659,2,659_2,USER,live status of train,trainStatus,0000
659,3,659_3,BOT,"Sir, what’s your train number",,
659,4,659_4,USER,My bad 22415,inform,000TrainNo
659,5,659_5,BOT,Aap kis tareekh ko travel karenge,,
659,6,659_6,USER,19-03-2020,inform,Date
659,7,659_7,BOT,Train is at VISHAKAPATNAM.,,
659,8,659_8,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
660,0,660_0,USER,Hi Sevak,greet,00
660,1,660_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
660,2,660_2,USER,Train no 19302 k current status batao,trainStatus,00TrainNo0000
660,3,660_3,BOT,Aap kis tareekh ko travel karenge,,
660,4,660_4,USER,19-03-2020,inform,Date
660,5,660_5,BOT,Train is at YESVANTPUR JUNCTION.,,
660,6,660_6,BOT,Sevak se sampark karne k liye dhanyawad,,
661,0,661_0,USER,namaste sevak,greet,00
661,1,661_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
661,2,661_2,USER,12260 status batao,trainStatus,TrainNo00
661,3,661_3,BOT,Aap kis tareekh ko travel karenge,,
661,4,661_4,USER,18-03-2020,inform,Date
661,5,661_5,BOT,Train is at NEW DELHI.,,
661,6,661_6,BOT,Sevak se sampark karne k liye dhanyawad,,
662,0,662_0,USER,hi pal!,greet,00
662,1,662_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
662,2,662_2,USER,live status of train,trainStatus,0000
662,3,662_3,BOT,Please enter valid train number,,
662,4,662_4,USER,Yeah its 17311,inform,000TrainNo
662,5,662_5,BOT,Aap kis tareekh ko travel karenge,,
662,6,662_6,USER,18-03-2020,inform,Date
662,7,662_7,BOT,Train is at CHENNAI CENTRAL.,,
662,8,662_8,BOT,Sevak se sampark karne k liye dhanyawad,,
663,0,663_0,USER,Hey,greet,0
663,1,663_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
663,2,663_2,USER,Train no 22927 ka current status batao on 18-03-2020,trainStatus,00TrainNo00000Date
663,3,663_3,BOT,Train is at BANDRA TERMINUS.,,
663,4,663_4,BOT,Sevak se sampark karne k liye dhanyawad,,
664,0,664_0,USER,pranaam,greet,0
664,1,664_1,BOT,Hello. Apni query bataye,,
664,2,664_2,USER,22692 kaha tak pahuch gaye on 18-03-2020,trainStatus,TrainNo00000Date
664,3,664_3,BOT,Train is at H NIZAMUDDIN.,,
664,4,664_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
665,0,665_0,USER,pranaam,greet,0
665,1,665_1,BOT,Hello. Apni query bataye,,
665,2,665_2,USER,running status train k,trainStatus,0000
665,3,665_3,BOT,Please enter your train number,,
665,4,665_4,USER,Sorry man! its 19269,inform,000TrainNo
665,5,665_5,BOT,Aap kis tareekh ko travel karenge,,
665,6,665_6,USER,18-03-2020,inform,Date
665,7,665_7,BOT,Train is at PORBANDAR.,,
665,8,665_8,BOT,Sevak se sampark karne k liye dhanyawad,,
666,0,666_0,USER,good evening,greet,00
666,1,666_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
666,2,666_2,USER,19270 kaha par hai,trainStatus,TrainNo000
666,3,666_3,BOT,Aap kis tareekh ko travel karenge,,
666,4,666_4,USER,19-03-2020,inform,Date
666,5,666_5,BOT,Train is at MUZAFFARPUR JUNCTION.,,
666,6,666_6,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
667,0,667_0,USER,namaste sevak,greet,00
667,1,667_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
667,2,667_2,USER,status of 15929 17-03-2020,trainStatus,00TrainNoDate
667,3,667_3,BOT,Train is at CHENNAI EGMORE.,,
667,4,667_4,BOT,Sevak se sampark karne k liye dhanyawad,,
668,0,668_0,USER,Hey,greet,0
668,1,668_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
668,2,668_2,USER,22473 kaha par hai train  for 19-03-2020,trainStatus,TrainNo000000Date
668,3,668_3,BOT,Train is at BIKANER JUNCTION.,,
668,4,668_4,BOT,Sevak se sampark karne k liye dhanyawad,,
669,0,669_0,USER,namaskar ji,greet,00
669,1,669_1,BOT,Hello. Apni query bataye,,
669,2,669_2,USER,15227 kaha tak pahuch gaye train for 17-03-2020,trainStatus,TrainNo000000Date
669,3,669_3,BOT,Train is at YESVANTPUR JUNCTION.,,
669,4,669_4,BOT,Sevak se sampark karne k liye dhanyawad,,
670,0,670_0,USER,Hello,greet,0
670,1,670_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
670,2,670_2,USER,currently kaha tak pahuch gaye train 12370 for 17-03-2020,trainStatus,000000TrainNo0Date
670,3,670_3,BOT,Train is at HARIDWAR JUNCTION.,,
670,4,670_4,BOT,Sevak se sampark karne k liye dhanyawad,,
671,0,671_0,USER,good evening,greet,00
671,1,671_1,BOT,Hello. Apni query bataye,,
671,2,671_2,USER,abhi 19407 ka status kya hai on 18-03-2020,trainStatus,0TrainNo00000Date
671,3,671_3,BOT,Train is at AHMEDABAD JUNCTION.,,
671,4,671_4,BOT,Sevak se sampark karne k liye dhanyawad,,
672,0,672_0,USER,hi pal!,greet,00
672,1,672_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
672,2,672_2,USER,19-03-2020 ke liye 12611 ka running status btana ,trainStatus,Date00TrainNo00000
672,3,672_3,BOT,Train is at CHENNAI CENTRAL.,,
672,4,672_4,BOT,Sevak se sampark karne k liye dhanyawad,,
673,0,673_0,USER,Hi Sevak,greet,00
673,1,673_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
673,2,673_2,USER,abhi 12324 kaha par hai,trainStatus,0TrainNo000
673,3,673_3,BOT,Aap kis tareekh ko travel karenge,,
673,4,673_4,USER,17-03-2020,inform,Date
673,5,673_5,BOT,Train is at NEW DELHI.,,
673,6,673_6,BOT,Sevak se sampark karne k liye dhanyawad,,
674,0,674_0,USER,namaste sevak,greet,00
674,1,674_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
674,2,674_2,USER,12509 ka status check karo,trainStatus,TrainNo0000
674,3,674_3,BOT,Aap kis tareekh ko travel karenge,,
674,4,674_4,USER,17-03-2020,inform,Date
674,5,674_5,BOT,Train is at BANGALORE CY JUNCTION.,,
674,6,674_6,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
675,0,675_0,USER,Hi Sevak,greet,00
675,1,675_1,BOT,Hello. Apni query bataye,,
675,2,675_2,USER,train no 12434 abhi kaha hai for 19-03-2020,trainStatus,00TrainNo0000Date
675,3,675_3,BOT,Train is at H NIZAMUDDIN.,,
675,4,675_4,BOT,Sevak se sampark karne k liye dhanyawad,,
676,0,676_0,USER,Hey,greet,0
676,1,676_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
676,2,676_2,USER,Train no 22474 k running status kya hai for 18-03-2020,trainStatus,00TrainNo000000Date
676,3,676_3,BOT,Train is at BANDRA TERMINUS.,,
676,4,676_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
677,0,677_0,USER,namaste,greet,0
677,1,677_1,BOT,Hello. Apni query bataye,,
677,2,677_2,USER,abhi train no 12424 kaha par hai,trainStatus,000TrainNo000
677,3,677_3,BOT,Aap kis tareekh ko travel karenge,,
677,4,677_4,USER,19-03-2020,inform,Date
677,5,677_5,BOT,Train is at NEW DELHI.,,
677,6,677_6,BOT,Sevak se sampark karne k liye dhanyawad,,
678,0,678_0,USER,Hey,greet,0
678,1,678_1,BOT,Hello. Apni query bataye,,
678,2,678_2,USER,Train no 12510 k running status batao,trainStatus,00TrainNo0000
678,3,678_3,BOT,Aap kis tareekh ko travel karenge,,
678,4,678_4,USER,19-03-2020,inform,Date
678,5,678_5,BOT,Train is at GUWAHATI.,,
678,6,678_6,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
679,0,679_0,USER,namaste,greet,0
679,1,679_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
679,2,679_2,USER,kaha tak pahuch gaye train 11463,trainStatus,00000TrainNo
679,3,679_3,BOT,Aap kis tareekh ko travel karenge,,
679,4,679_4,USER,19-03-2020,inform,Date
679,5,679_5,BOT,Train is at SOMNATH.,,
679,6,679_6,BOT,Sevak se sampark karne k liye dhanyawad,,
680,0,680_0,USER,hi pal!,greet,00
680,1,680_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
680,2,680_2,USER,12642 kaha par hai,trainStatus,TrainNo000
680,3,680_3,BOT,Aap kis tareekh ko travel karenge,,
680,4,680_4,USER,19-03-2020,inform,Date
680,5,680_5,BOT,Train is at H NIZAMUDDIN.,,
680,6,680_6,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
681,0,681_0,USER,Hello,greet,0
681,1,681_1,BOT,Hello. Apni query bataye,,
681,2,681_2,USER,22473 kaha tak pahuch gaye train,trainStatus,TrainNo00000
681,3,681_3,BOT,Aap kis tareekh ko travel karenge,,
681,4,681_4,USER,18-03-2020,inform,Date
681,5,681_5,BOT,Train is at BIKANER JUNCTION.,,
681,6,681_6,BOT,Sevak se sampark karne k liye dhanyawad,,
682,0,682_0,USER,namaskar ji,greet,00
682,1,682_1,BOT,Hello. Apni query bataye,,
682,2,682_2,USER,Train no 12311 k current status check karo on 17-03-2020,trainStatus,00TrainNo000000Date
682,3,682_3,BOT,Train is at HOWRAH JUNCTION.,,
682,4,682_4,BOT,Sevak se sampark karne k liye dhanyawad,,
683,0,683_0,USER,Hello,greet,0
683,1,683_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
683,2,683_2,USER,12622 ka status check karo,trainStatus,TrainNo0000
683,3,683_3,BOT,Aap kis tareekh ko travel karenge,,
683,4,683_4,USER,18-03-2020,inform,Date
683,5,683_5,BOT,Train is at NEW DELHI.,,
683,6,683_6,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
684,0,684_0,USER,pranaam,greet,0
684,1,684_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
684,2,684_2,USER,whats the running status of 12618 19-03-2020,trainStatus,00000TrainNoDate
684,3,684_3,BOT,Train is at H NIZAMUDDIN.,,
684,4,684_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
685,0,685_0,USER,Hello,greet,0
685,1,685_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
685,2,685_2,USER,15227 current position batao,trainStatus,TrainNo000
685,3,685_3,BOT,Aap kis tareekh ko travel karenge,,
685,4,685_4,USER,18-03-2020,inform,Date
685,5,685_5,BOT,Train is at YESVANTPUR JUNCTION.,,
685,6,685_6,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
686,0,686_0,USER,hi pal!,greet,00
686,1,686_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
686,2,686_2,USER,show me live train status,trainStatus,00000
686,3,686_3,BOT,Please enter valid train number,,
686,4,686_4,USER,My bad 15015,inform,0000TrainNo
686,5,686_5,BOT,Aap kis tareekh ko travel karenge,,
686,6,686_6,USER,17-03-2020,inform,Date
686,7,686_7,BOT,Train is at GORAKHPUR JUNCTION.,,
686,8,686_8,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
687,0,687_0,USER,Hey,greet,0
687,1,687_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
687,2,687_2,USER,12976 kaha tak pahuch gaye on 18-03-2020,trainStatus,TrainNo00000Date
687,3,687_3,BOT,Train is at JAIPUR.,,
687,4,687_4,BOT,Sevak se sampark karne k liye dhanyawad,,
688,0,688_0,USER,Hi Sevak,greet,00
688,1,688_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
688,2,688_2,USER,current position of 12350 batao for 17-03-2020,trainStatus,000TrainNo00Date
